category,attack_id,rejected,exit_code,rejection_reason,description
cat_unsafe_smuggle,unsafe_py_import_ctypes,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp_vckwvmx.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('ctypes') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_ctypes,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp7aqn4idl.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('ctypes') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_urllib_request,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpaux7kmn9.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('urllib.request') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_urllib_request,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpfdnudo09.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('urllib.request') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_requests,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp8lb2898d.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('requests') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_requests,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp62hjejpc.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('requests') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_pathlib,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp3qipochj.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('pathlib') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_pathlib,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpytztmv3k.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('pathlib') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_ssl,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp96n38it9.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('ssl') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_ssl,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp3ljcuh2o.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('ssl') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_marshal,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpxu1vwfpr.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('marshal') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_marshal,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp9ieecl0a.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('marshal') inside a no-Unsafe helper.
cat_capability_in_data,data_struct_field_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmp0nylg0vr.capa:1:10: error: capability 'Stdio' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Stdio.
cat_capability_in_data,data_struct_field_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmp146zs1go.capa:1:10: error: capability 'Fs' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Fs.
cat_capability_in_data,data_struct_field_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpxjh20f50.capa:1:10: error: capability 'Net' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Net.
cat_capability_in_data,data_struct_field_env,True,1,C:\Users\nelso\AppData\Local\Temp\tmpf76dn0pk.capa:1:10: error: capability 'Env' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Env.
cat_capability_in_data,data_struct_field_clock,True,1,C:\Users\nelso\AppData\Local\Temp\tmp7iptv2ob.capa:1:10: error: capability 'Clock' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Clock.
cat_capability_in_data,data_struct_field_proc,True,1,C:\Users\nelso\AppData\Local\Temp\tmpahlkhoft.capa:1:10: error: capability 'Proc' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Proc.
cat_capability_in_data,data_struct_field_db,True,1,C:\Users\nelso\AppData\Local\Temp\tmphzb0xn3b.capa:1:10: error: capability 'Db' cannot appear in struct field 'inner'; capabilities only flow through function parameters,Struct field of type Db.
cat_capability_in_data,data_variant_payload_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmp_qavhyhk.capa:3:5: error: capability 'Stdio' cannot appear in payload of variant 'HasCap'; capabilities only flow through function parameters,Variant payload of type Stdio.
cat_capability_in_data,data_variant_payload_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmpuugocx31.capa:3:5: error: capability 'Fs' cannot appear in payload of variant 'HasCap'; capabilities only flow through function parameters,Variant payload of type Fs.
cat_capability_in_data,data_variant_payload_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpocz_fkv3.capa:3:5: error: capability 'Net' cannot appear in payload of variant 'HasCap'; capabilities only flow through function parameters,Variant payload of type Net.
cat_capability_in_data,data_variant_payload_env,True,1,C:\Users\nelso\AppData\Local\Temp\tmph18h2mmd.capa:3:5: error: capability 'Env' cannot appear in payload of variant 'HasCap'; capabilities only flow through function parameters,Variant payload of type Env.
cat_capability_in_data,data_tuple_return_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpauud9osl.capa:1:1: error: capability 'Stdio' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,"Function returning (Stdio, Int) tuple."
cat_capability_in_data,data_tuple_return_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmptvce2ygu.capa:1:1: error: capability 'Fs' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,"Function returning (Fs, Int) tuple."
cat_capability_in_data,data_list_of_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpvxqlitnm.capa:1:1: error: capability 'Stdio' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,List<Stdio> as return type.
cat_capability_in_data,data_list_of_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmp0tretkp2.capa:1:1: error: capability 'Fs' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,List<Fs> as return type.
cat_capability_in_data,data_list_of_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmprybm559i.capa:1:1: error: capability 'Net' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,List<Net> as return type.
cat_capability_in_data,data_let_alias_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpx92hy3dw.capa:2:5: error: capability 'Stdio' cannot appear in a 'let' binding; capabilities only flow through function parameters,`let alias = stdio` aliasing.
cat_capability_in_data,data_let_alias_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmpqo96w8e_.capa:2:5: error: capability 'Fs' cannot appear in a 'let' binding; capabilities only flow through function parameters,`let alias = fs` aliasing.
cat_capability_in_data,data_let_alias_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpc5455hta.capa:2:5: error: capability 'Net' cannot appear in a 'let' binding; capabilities only flow through function parameters,`let alias = net` aliasing.
cat_capability_in_data,data_const_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmprdvb65m4.capa:1:1: error: capability 'Fs' cannot appear in constant 'G'; capabilities only flow through function parameters,`const G: Fs = ...` constant.
cat_capability_in_data,data_const_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmppkzan5b1.capa:1:1: error: capability 'Stdio' cannot appear in constant 'G'; capabilities only flow through function parameters,`const G: Stdio = ...` constant.
cat_capability_in_data,data_return_type_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmplqjujl8q.capa:1:1: error: capability 'Fs' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,Function returning bare Fs.
cat_capability_in_data,data_return_type_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpwip3k2dl.capa:1:1: error: capability 'Stdio' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,Function returning bare Stdio.
cat_capability_in_data,data_return_type_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpi6nrylo3.capa:1:1: error: capability 'Net' cannot appear in return type of function 'smuggle'; built-in capabilities only flow through function parameters,Function returning bare Net.
cat_capability_aliasing,alias_two_args_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpvvjl74t6.capa:5:17: error: capability 'stdio' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Stdio passed as both arg1 and arg2.
cat_capability_aliasing,alias_two_args_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmpx8ofxq03.capa:5:14: error: capability 'fs' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Fs passed twice to a 2-arg helper.
cat_capability_aliasing,alias_three_args_stdio,True,1,C:\Users\nelso\AppData\Local\Temp\tmpv3i26jsi.capa:6:19: error: capability 'stdio' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Stdio passed three times.
cat_capability_aliasing,alias_receiver_arg,True,1,C:\Users\nelso\AppData\Local\Temp\tmpnseb4jo5.capa:2:18: error: capability 'stdio' appears as argument 1 but was already used as receiver of the same call; capabilities cannot be aliased (each call uses each capability at most once),Same cap as receiver and method argument.
cat_capability_aliasing,alias_attenuated_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpu8yd0rnc.capa:2:5: error: capability 'Net' cannot appear in a 'let' binding; capabilities only flow through function parameters,Net + restricted Net into same call.
cat_capability_aliasing,alias_pair_env,True,1,C:\Users\nelso\AppData\Local\Temp\tmpwxopv6nc.capa:5:17: error: capability 'env' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Env aliased into 2-arg call.
cat_capability_aliasing,alias_pair_clock,True,1,C:\Users\nelso\AppData\Local\Temp\tmp4x3jacww.capa:2:13: error: capability 'Clock' has no method 'now',Clock aliased into 2-arg call.
cat_capability_aliasing,alias_pair_random,True,1,C:\Users\nelso\AppData\Local\Temp\tmp4fu8eqh3.capa:2:13: error: capability 'Random' has no method 'int',Random aliased into 2-arg call.
cat_capability_aliasing,alias_pair_db,True,1,C:\Users\nelso\AppData\Local\Temp\tmpyxirabfq.capa:5:16: error: capability 'db' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Db aliased into 2-arg call.
cat_llm_dispatch_escape,llm_agent_forge_fs,True,1,C:\Users\nelso\AppData\Local\Temp\tmplgdpf16_.capa:4:14: error: capability 'Fs' cannot be constructed at a call site; capabilities only flow through function parameters (declare fs: Fs on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent loop with only Llm forges Fs.
cat_llm_dispatch_escape,llm_agent_forge_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmps6o24bj7.capa:6:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent with Llm + Search forges Net.
cat_llm_dispatch_escape,llm_agent_forge_env_keys,True,1,C:\Users\nelso\AppData\Local\Temp\tmpm913puxr.capa:4:15: error: capability 'Env' cannot be constructed at a call site; capabilities only flow through function parameters (declare env: Env on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent forges Env to read API keys.
cat_llm_dispatch_escape,llm_factory_returns_builtin_net,True,1,C:\Users\nelso\AppData\Local\Temp\tmpmh_y_i9w.capa:1:1: error: capability 'Net' cannot appear in return type of function 'make_net'; built-in capabilities only flow through function parameters,Factory function returning Net (forbidden).
cat_llm_dispatch_escape,llm_tool_hides_fs_field,True,1,C:\Users\nelso\AppData\Local\Temp\tmpenaaa2jc.capa:3:17: error: capability 'Llm' cannot appear in struct field 'llm'; capabilities only flow through function parameters,Tool struct hides Fs field.
cat_llm_dispatch_escape,llm_aliased_dispatch,True,1,C:\Users\nelso\AppData\Local\Temp\tmpuamnipkw.capa:7:27: error: capability 'llm' appears as argument 2 but was already used as argument 1 of the same call; capabilities cannot be aliased (each call uses each capability at most once),Same Llm cap passed twice to a dispatcher.
cat_llm_dispatch_escape,llm_agent_forge_proc,True,1,C:\Users\nelso\AppData\Local\Temp\tmpbtr00p8a.capa:4:13: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent forges Proc.
cat_llm_dispatch_escape,llm_agent_forge_db,True,1,C:\Users\nelso\AppData\Local\Temp\tmpjdjukizi.capa:4:13: error: capability 'Db' cannot be constructed at a call site; capabilities only flow through function parameters (declare db: Db on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent forges Db.
cat_llm_dispatch_escape,llm_agent_forge_random,True,1,C:\Users\nelso\AppData\Local\Temp\tmpd3k50jdw.capa:4:13: error: capability 'Random' cannot be constructed at a call site; capabilities only flow through function parameters (declare random: Random on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent forges Random.
cat_llm_dispatch_escape,llm_agent_forge_clock,True,1,C:\Users\nelso\AppData\Local\Temp\tmphmvig_q2.capa:4:13: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Agent forges Clock.
